peer,from1,to1,from2,to2,available,squared_mahalanobis,threshold,translation_m,rotation_rad,consistent
0,1,0,4,12,1,0.087325232889935031,16.811893829770931,0.12071781569158521,0.024870868122046166,1
0,1,0,6,9,1,0.075219084695845484,16.811893829770931,0.10849651327273728,0.022629645225389503,1
0,1,0,8,9,1,0.071034367644344648,16.811893829770931,0.11097528756981215,0.022696341700392607,1
0,1,0,9,12,1,0.068152304825221,16.811893829770931,0.11540680807362715,0.02369996407941366,1
0,1,0,9,15,1,0.068761559919432808,16.811893829770931,0.13183084850176421,0.024391879730394615,1
0,1,0,10,1,1,0.048044859310532123,16.811893829770931,0.099211507586891581,0.016659172910492945,1
0,1,0,14,15,1,0.067181751820829139,16.811893829770931,0.15741154714606106,0.024935902772464557,1
0,1,0,14,18,1,0.066413591621763385,16.811893829770931,0.15830537231560082,0.025982271092215355,1
0,1,0,15,21,1,0.061614849235571201,16.811893829770931,0.17681899044820237,0.025772181051015777,1
0,1,0,15,24,1,0.055811027172137595,16.811893829770931,0.173080999363914,0.026266861637012997,1
0,1,0,18,27,1,0.051068879923869034,16.811893829770931,0.20004003285429392,0.026922307147036036,1
0,1,0,20,29,1,0.057068195323040603,16.811893829770931,0.24719452318205273,0.029336643549187837,1
0,1,0,31,19,1,0.063308168201869922,16.811893829770931,0.2495063839895226,0.028225996897179823,1
0,1,0,34,17,1,0.070109515348754994,16.811893829770931,0.27618340893689125,0.031050466840435394,1
0,1,0,532,471,1,0.013675030267730513,16.811893829770931,3.0269390621942942,0.050106535088769187,1
0,1,0,539,473,1,0.014461804928762761,16.811893829770931,2.9856476393384779,0.050797713875620001,1
0,1,0,545,474,1,0.014378893546323251,16.811893829770931,3.3707047889226338,0.048515475246456607,1
0,4,12,6,9,1,0.003006245956941384,16.811893829770931,0.022485706278087415,0.0030564355756700664,1
0,4,12,8,9,1,0.00248693194050353,16.811893829770931,0.024183961530005561,0.0027667204105356982,1
0,4,12,9,12,1,0.003701999390810993,16.811893829770931,0.051639971256105713,0.002182586861023622,1
0,4,12,9,15,1,0.0059593806156581601,16.811893829770931,0.075291998301663804,0.0020943604957106478,1
0,4,12,10,1,1,0.011532653578744799,16.811893829770931,0.057691037007034041,0.008248778993245753,1
0,4,12,14,15,1,0.005536461550388597,16.811893829770931,0.07064172994808314,0.001964111298773036,1
0,4,12,14,18,1,0.0081383551555444782,16.811893829770931,0.099443436723299611,0.0021186027111632756,1
0,4,12,15,21,1,0.0078435594478893558,16.811893829770931,0.09844639741250226,0.0023790614358750063,1
0,4,12,15,24,1,0.0088053410298143901,16.811893829770931,0.10683761168838692,0.0046835905272407325,1
0,4,12,18,27,1,0.010301767614484834,16.811893829770931,0.13359537290449278,0.0062651949893184873,1
0,4,12,20,29,1,0.012931496235637809,16.811893829770931,0.16911144353938232,0.0088162095713030277,1
0,4,12,31,19,1,0.01023214941610762,16.811893829770931,0.15395890878813237,0.0044838916875116789,1
0,4,12,34,17,1,0.010921014858917236,16.811893829770931,0.17620745189470652,0.0072402570456270889,1
0,4,12,532,471,1,0.0057450912837314159,16.811893829770931,2.9982908131056858,0.026576621955019659,1
0,4,12,539,473,1,0.0061863754989202446,16.811893829770931,2.957662338371073,0.027571310553297285,1
0,4,12,545,474,1,0.0061887855328994525,16.811893829770931,3.3343126288486946,0.025713061366818508,1
0,6,9,8,9,1,8.2583499210142915e-05,16.811893829770931,0.0025869069826388999,0.00054849150524086978,1
0,6,9,9,12,1,0.0010600410407310636,16.811893829770931,0.033937684969070146,0.0011429487193878177,1
0,6,9,9,15,1,0.0028730637138239096,16.811893829770931,0.05825505577034213,0.0017749303317242842,1
0,6,9,10,1,1,0.0068959832591380292,16.811893829770931,0.033809659897316616,0.0061613075904927818,1
0,6,9,14,15,1,0.0030433793107420256,16.811893829770931,0.058112563857484908,0.002428308058621674,1
0,6,9,14,18,1,0.0054158280157829402,16.811893829770931,0.08302433471297975,0.0035178457574028058,1
0,6,9,15,21,1,0.0053007936172434229,16.811893829770931,0.087367487515416481,0.0040536562737258528,1
0,6,9,15,24,1,0.0066722381406044938,16.811893829770931,0.10013414900396742,0.0062310418848913716,1
0,6,9,18,27,1,0.0083613079548866508,16.811893829770931,0.13432760174177763,0.0078346812028847954,1
0,6,9,20,29,1,0.012262152436204213,16.811893829770931,0.17944998954046748,0.01067855393093527,1
0,6,9,31,19,1,0.0088969621642720174,16.811893829770931,0.15131679028563838,0.0067203849291290405,1
0,6,9,34,17,1,0.011375858226646119,16.811893829770931,0.18066668959975823,0.0096601611471035242,1
0,6,9,532,471,1,0.0065384542882969106,16.811893829770931,3.0216941103636574,0.029536220722106276,1
0,6,9,539,473,1,0.0070120409501524504,16.811893829770931,2.981865224517033,0.030506218213669709,1
0,6,9,545,474,1,0.0069880562445207243,16.811893829770931,3.3625474989511375,0.02870888881448588,1
0,8,9,9,12,1,0.0010087571400419133,16.811893829770931,0.032718499509639884,0.0010156186766142445,1
0,8,9,9,15,1,0.0029248563490916939,16.811893829770931,0.056692770111424741,0.001809481182764455,1
0,8,9,10,1,1,0.0074563107375451619,16.811893829770931,0.034014134173710631,0.0062034019197576059,1
0,8,9,14,15,1,0.0030373038045113216,16.811893829770931,0.05558628252877057,0.0022598225927823704,1
0,8,9,14,18,1,0.0055369673942560951,16.811893829770931,0.081091204850620574,0.0035246871680761258,1
0,8,9,15,21,1,0.005447583143717967,16.811893829770931,0.085133224733514798,0.0040819912792773262,1
0,8,9,15,24,1,0.0068561424152805642,16.811893829770931,0.098687722069357928,0.006304522547853653,1
0,8,9,18,27,1,0.0085238811014427592,16.811893829770931,0.13324556423458311,0.0079091397017282353,1
0,8,9,20,29,1,0.012549054584292278,16.811893829770931,0.17839271005827451,0.010730009603307337,1
